_c0,Title,Organization,Skills,Ratings,Number of Reviews,Difficulty,Min Duration (Months),Max Duration (Months)
75,Meta Android Developer,Meta,"Mobile Development, Computer Programming, React (web framework), Mobile Development Tools, Application Development, Software Engineering, Android Development, Other Programming Languages, Web Development, User Experience, Algorithms, Computer Science, Front-End Web Development, Javascript, Programming Principles, Cloud API, Collaboration, Communication, Data Management, Data Structures, Databases, Human Computer Interaction, Interactive Design, Linux, Problem Solving, Product Design, Software Architecture, Software Engineering Tools, Swift Programming, Web Design",4.6,5000,Beginner - Professional Certificate,3,6
76,Prompt Engineering for ChatGPT,Vanderbilt University,"Creativity, Problem Solving, Writing",4.8,,Beginner - Course,1,3
77,Play It Safe: Manage Security Risks,Google,"Audit, Leadership and Management, Risk Management",4.8,4000,Beginner - Course,1,4
78,AI For Business,University of Pennsylvania,"Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Data Analysis, Algorithms, Human Learning, Leadership and Management, Business Analysis, Decision Making, Human Resources, People Management, People Analysis, Artificial Neural Networks, Deep Learning, Business Transformation, Customer Analysis, Finance, Financial Accounting, Marketing, Probability & Statistics, Regulations and Compliance, Statistical Machine Learning, Strategy, User Experience, Big Data",4.7,45000,Beginner - Specialization,3,6
79,Business and Financial Modeling,University of Pennsylvania,"Business Analysis, Data Analysis, Finance, General Statistics, Probability & Statistics, Financial Analysis, Statistical Analysis, Forecasting, Mathematics, Spreadsheet Software, Statistical Tests, Basic Descriptive Statistics, Data Model, Mathematical Theory & Analysis, Risk Management, Correlation And Dependence, Probability Distribution, Decision Making, Investment Management, Accounting, Leadership and Management, Regression, Financial Accounting, Microsoft Excel, Performance Management, Cash Management, General Accounting, Computer Programming",4.5,11000,Beginner - Specialization,3,6
80,Foundations of User Experience (UX) Design,Google,"User Experience, User Experience Design, User Research, Product Development",4.8,61000,Beginner - Course,1,4
81,Google Business Intelligence,Google,"Business Intelligence, Data Analysis, Data Management, Data Model, Data Visualization, Extract, Transform, Load, Leadership and Management, Tableau Software",4.7,1000,Advanced - Professional Certificate,3,6
82,Meta Database Engineer,Meta,"SQL, Databases, Statistical Programming, Python Programming, Database Design, Programming Principles, Algorithms, Computer Science, Big Data, Software Testing, Application Development, Collaboration, Communication, Computer Programming, Data Analysis, Data Management, Data Model, Data Structures, Data Warehousing, Database Administration, Database Application, Database Theory, Django (Web Framework), Javascript, Linux, Problem Solving, Project Management, Software Engineering, Software Engineering Tools, Tableau Software, Tensorflow, Web Development",4.6,4000,Beginner - Professional Certificate,3,6
83,Project Initiation: Starting a Successful Project,Google,"Project Management, Strategy and Operations, Collaboration, Communication, Leadership and Management, Planning",4.8,18000,Beginner - Course,1,4
84,Ask Questions to Make Data-Driven Decisions,Google,"Business Communication, Data Analysis, Spreadsheet Software, Big Data, Communication, Leadership and Management, Problem Solving, Small Data",4.7,29000,Beginner - Course,1,4
85,Microsoft 365 Fundamentals,Microsoft,"Visual Design, Communication, Microsoft Excel, Data Visualization, Interactive Data Visualization, Spreadsheet Software, Computer Graphics, Critical Thinking, Data Analysis, Visualization (Computer Graphics), Collaboration, User Experience, Computer Graphic Techniques, Research and Design, Statistical Visualization, User Experience Design, Writing, Basic Descriptive Statistics, Data Analysis Software, Graphic Design, Databases, General Accounting, Marketing Design, Product Design, Software Engineering Tools",4.7,2000,Beginner - Specialization,3,6
86,Microsoft Cybersecurity Analyst,Microsoft,"Cloud Computing, Computer Architecture, Data Management, Leadership and Management, Microsoft Azure, Network Security, Operating Systems, System Security",4.8,71000,Beginner - Professional Certificate,3,6
87,Advanced Learning Algorithms,DeepLearning.AI,"Applied Machine Learning, Machine Learning, Machine Learning Algorithms, Algorithms, Artificial Neural Networks, Deep Learning, Network Model, Tensorflow, Machine Learning Software, Python Programming",4.9,4000,Beginner - Course,1,4
88,Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,"Communication, SAS (Software), Regulations and Compliance, Systems Design, System Security, Network Architecture, Process Analysis, Training, Decision Making, Operating Systems",4.6,18000,Mixed - Course,1,3
89,Financial Markets,Yale University,"Finance, Investment Management, Risk Management, Banking, Behavioral Economics, Critical Thinking, Decision Making, Financial Analysis, Innovation, Regulations and Compliance, Leadership and Management",4.8,26000,Beginner - Course,1,3
90,HRCI Human Resource Associate,HRCI,"Benefits, Compensation, Employee Relations, Mergers & Acquisitions, Performance Management, Recruitment, Risk Management, Training",4.8,44000,Beginner - Professional Certificate,3,6
91,Excel Skills for Business,Macquarie University,"Spreadsheet Software, Business Analysis, Microsoft Excel, Data Analysis, Plot (Graphics), Data Visualization, Data Model, Databases, Finance, Leadership and Management",4.9,59000,Beginner - Specialization,3,6
92,The Bits and Bytes of Computer Networking,Google,"Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Analysis, Critical Thinking, Problem Solving, Computer Architecture, Human Computer Interaction, Network Security, Cloud Computing",4.7,47000,Beginner - Course,1,3
93,IBM Machine Learning,IBM,"Machine Learning, Machine Learning Algorithms, Human Learning, Statistical Machine Learning, Data Analysis, Probability & Statistics, Applied Machine Learning, Algorithms, Forecasting, Statistical Analysis, Regression, Deep Learning, General Statistics, Python Programming, Machine Learning Software, Artificial Neural Networks, Exploratory Data Analysis, Feature Engineering, Correlation And Dependence, Dimensionality Reduction, Statistical Tests, Probability Distribution, Reinforcement Learning, Basic Descriptive Statistics, Network Model, Tensorflow",4.6,,Intermediate - Professional Certificate,3,6
94,Indigenous Canada,University of Alberta,Critical Thinking,4.8,22000,Mixed - Course,1,3
95,Connect and Protect: Networks and Network Security,Google,"Network Security, Cloud Computing, Network Architecture",4.8,2000,Beginner - Course,1,4
96,Preparing for Google Cloud Certification: Cloud Architect,Google Cloud,"Google Cloud Platform, Cloud Computing, Cloud Applications, Cloud Engineering, Cloud Platforms, Cloud Infrastructure, Cloud Management, Cloud Storage, Other Cloud Platforms and Tools, Cloud-Based Integration, Computer Networking, DevOps, Google App Engine, Computer Architecture, Cross Platform Development, Kubernetes, Billing & Invoicing, Computer Security Models, Critical Thinking, Network Architecture, Network Analysis, Computer Programming, Operational Analysis, Software Testing, Leadership and Management",4.7,58000,Intermediate - Professional Certificate,3,6
97,Neural Networks and Deep Learning,DeepLearning.AI,"Artificial Neural Networks, Deep Learning, Machine Learning, Machine Learning Algorithms, Python Programming, Computational Logic, Computer Programming, Network Architecture, Network Model, Calculus, Human Learning, Regression, Mathematics",4.9,12000,Intermediate - Course,1,4
98,Business Analytics,University of Pennsylvania,"Data Analysis, Business Analysis, Probability & Statistics, Statistical Analysis, Leadership and Management, Strategy and Operations, Basic Descriptive Statistics, Exploratory Data Analysis, Financial Analysis, Forecasting, Data Model, Mathematics, Performance Management, Strategy, Accounting, Customer Analysis, Human Resources, Human Resources Operations, Market Analysis, Market Research, Marketing, Mathematical Theory & Analysis, Operations Management, Operations Research, Organizational Development, People Analysis, People Management, Spreadsheet Software, Talent Management, Financial Accounting, Collaboration, Finance, Regulations and Compliance",4.6,18000,Beginner - Specialization,3,6
99,Preparing for Google Cloud Certification: Cloud Engineer,Google Cloud,"Cloud Computing, Google Cloud Platform, Cloud Platforms, Cloud Applications, Cloud Engineering, Cloud Storage, Cloud Infrastructure, Cloud Management, Computer Networking, Cloud-Based Integration, Computer Architecture, Google App Engine, Other Cloud Platforms and Tools, Cross Platform Development, DevOps, Kubernetes, Network Architecture, Computer Programming, Billing & Invoicing, Data Analysis, Leadership and Management",4.7,58000,Intermediate - Professional Certificate,3,6
100,IBM Introduction to Machine Learning,IBM,"Machine Learning, Machine Learning Algorithms, Algorithms, Statistical Machine Learning, Human Learning, Probability & Statistics, Applied Machine Learning, Data Analysis, Regression, General Statistics, Python Programming, Feature Engineering, Machine Learning Software, Exploratory Data Analysis, Dimensionality Reduction, Statistical Analysis, Probability Distribution, Statistical Tests, Basic Descriptive Statistics",4.6,1000,Intermediate - Specialization,3,6
101,Modern Project Management,SkillUp EdTech,"Business Analysis, Communication, Leadership and Management, Project Management, Risk Management",4.6,14000,Beginner - Specialization,3,6
102,Preparing for Google Cloud Certification: Machine Learning Engineer,Google Cloud,"Machine Learning, Google Cloud Platform, Applied Machine Learning, Cloud Computing, Human Learning, Machine Learning Software, Cloud Platforms, Machine Learning Algorithms, Tensorflow, Deep Learning, Feature Engineering, Artificial Neural Networks, Training, DevOps, Exploratory Data Analysis, Python Programming, Cloud-Based Integration, Data Analysis, Data Visualization, Big Data, Probability & Statistics, Regression, Statistical Programming, Statistical Visualization, Algorithms, Continuous Integration, SQL, Cloud API, Apache, Extract, Transform, Load, Docker (Software)",4.6,26000,Intermediate - Professional Certificate,3,6
